Cl,CdTe_0.5Se_0.5,M_Te,-0.543,0.581,-2,0,3,17,1,4,0,0.84,-92.1473,-0.37,381.9,-0.61,158.65,1.06,-35,1
S,CdTe_0.5Se_0.5,M_Te,-0.34,0.712,-2,-1,3,16,1,4,0,-0.68,-95.534,-0.34,130.38,-0.33,10.27,0.48,-36,0
Cd,CdTe_0.5Se_0.5,M_Te,0.633,1.884,-2,0,5,12,1,4,0,-0.02,-15.19,0.05,-1.5,-0.111,-190.15,-0.41,-4,-4
Cd,CdTe_0.5Se_0.5,M_Te,0.633,1.884,-2,-1,5,12,1,4,0,-0.02,-15.19,0.05,-1.5,-0.111,-190.15,-0.41,-4,-4
Cl,CdTe_0.5Se_0.5,M_Te,0.979,2.66,-2,-1,3,17,1,4,0,0.84,-92.1473,-0.37,381.9,-0.61,158.65,1.06,-35,1
Cd,CdTe_0.5Se_0.5,M_Te,1.165,3.207,-2,-2,5,12,1,4,0,-0.02,-15.19,0.05,-1.5,-0.111,-190.15,-0.41,-4,-4
S,CdTe_0.5Se_0.5,M_Te,1.213,3.362,-2,-2,3,16,1,4,0,-0.68,-95.534,-0.34,130.38,-0.33,10.27,0.48,-36,0
Cl,CdTe_0.5Se_0.5,M_Te,1.503,4.496,-2,-2,3,17,1,4,0,0.84,-92.1473,-0.37,381.9,-0.61,158.65,1.06,-35,1
Cd,CdTe_0.5Se_0.5,M_Te,1.627,5.09,-2,-3,5,12,1,4,0,-0.02,-15.19,0.05,-1.5,-0.111,-190.15,-0.41,-4,-4
S,CdTe_0.5Se_0.5,M_Te,1.725,5.612,-2,-3,3,16,1,4,0,-0.68,-95.534,-0.34,130.38,-0.33,10.27,0.48,-36,0
Cl,CdTe_0.5Se_0.5,M_Te,2.044,7.725,-2,-3,3,17,1,4,0,0.84,-92.1473,-0.37,381.9,-0.61,158.65,1.06,-35,1
Cd,CdTe_0.5Se_0.5,M_Te,2.058,7.828,-2,-4,5,12,1,4,0,-0.02,-15.19,0.05,-1.5,-0.111,-190.15,-0.41,-4,-4
S,CdTe_0.5Se_0.5,M_Te,2.314,10.11,-2,-4,3,16,1,4,0,-0.68,-95.534,-0.34,130.38,-0.33,10.27,0.48,-36,0
Cl,CdTe_0.5Se_0.5,M_Te,2.435,11.421,-2,-4,3,17,1,4,0,0.84,-92.1473,-0.37,381.9,-0.61,158.65,1.06,-35,1
Sc,CdSe_0.5S_0.5,M_Cd,-0.918,0.399,2,5,4,3,0,0,4,-0.2,-67.4541,0.03,-236.7,0.117,18.1,-0.33,-27,1
Se,CdSe_0.5S_0.5,M_Cd,-0.859,0.424,2,5,4,16,0,0,4,-0.45,-33.45,-0.25,73.2,-0.089,194.96,0.86,-14,4
S,CdSe_0.5S_0.5,M_Cd,-0.772,0.462,2,5,3,16,0,0,4,-0.66,-80.344,-0.39,131.88,-0.219,200.42,0.89,-32,4
Sc,CdSe_0.5S_0.5,M_Cd,-0.604,0.547,2,4,4,3,0,0,4,-0.2,-67.4541,0.03,-236.7,0.117,18.1,-0.33,-27,1
Sb,CdSe_0.5S_0.5,M_Cd,-0.593,0.553,2,5,5,15,0,0,4,-0.19,9.347,-0.01,-34,0.101,101,0.36,3,3
Sb,CdSe_0.5S_0.5,M_Cd,-0.287,0.75,2,4,5,15,0,0,4,-0.19,9.347,-0.01,-34,0.101,101,0.36,3,3
